,State,Sex,Year,Name,Number,Latitude,Longitude,City
0,CA,F,1980,Jennifer,5611,37.2718745,-119.2704153,California
1,CA,F,1980,Melissa,2984,37.2718745,-119.2704153,California
2,CA,F,1980,Jessica,2928,37.2718745,-119.2704153,California
3,CA,F,1980,Sarah,2578,37.2718745,-119.2704153,California
4,CA,F,1980,Michelle,2432,37.2718745,-119.2704153,California
5,CA,F,1980,Maria,2246,37.2718745,-119.2704153,California
6,CA,F,1980,Nicole,2239,37.2718745,-119.2704153,California
7,CA,F,1980,Elizabeth,2214,37.2718745,-119.2704153,California
8,CA,F,1980,Christina,2088,37.2718745,-119.2704153,California
9,CA,F,1980,Amanda,1878,37.2718745,-119.2704153,California
10,CA,F,1980,Stephanie,1617,37.2718745,-119.2704153,California
11,CA,F,1980,Lisa,1615,37.2718745,-119.2704153,California
12,CA,F,1980,Heather,1583,37.2718745,-119.2704153,California
13,CA,F,1980,Amber,1493,37.2718745,-119.2704153,California
14,CA,F,1980,Kimberly,1464,37.2718745,-119.2704153,California
15,CA,F,1980,Tiffany,1402,37.2718745,-119.2704153,California
16,CA,F,1980,Veronica,1397,37.2718745,-119.2704153,California
17,CA,F,1980,Rebecca,1367,37.2718745,-119.2704153,California
18,CA,F,1980,Laura,1348,37.2718745,-119.2704153,California
19,CA,F,1980,Angela,1338,37.2718745,-119.2704153,California
20,CA,F,1980,Amy,1298,37.2718745,-119.2704153,California
21,CA,F,1980,Erin,1289,37.2718745,-119.2704153,California
22,CA,F,1980,Sara,1222,37.2718745,-119.2704153,California
23,CA,F,1981,Jennifer,5629,37.2718745,-119.2704153,California
24,CA,F,1981,Jessica,3745,37.2718745,-119.2704153,California
25,CA,F,1981,Melissa,2844,37.2718745,-119.2704153,California
26,CA,F,1981,Sarah,2834,37.2718745,-119.2704153,California
27,CA,F,1981,Michelle,2461,37.2718745,-119.2704153,California
28,CA,F,1981,Nicole,2349,37.2718745,-119.2704153,California
29,CA,F,1981,Elizabeth,2312,37.2718745,-119.2704153,California
30,CA,F,1981,Maria,2239,37.2718745,-119.2704153,California
31,CA,F,1981,Amanda,2114,37.2718745,-119.2704153,California
32,CA,F,1981,Christina,2081,37.2718745,-119.2704153,California
33,CA,F,1981,Stephanie,1916,37.2718745,-119.2704153,California
34,CA,F,1981,Amber,1577,37.2718745,-119.2704153,California
35,CA,F,1981,Lisa,1534,37.2718745,-119.2704153,California
36,CA,F,1981,Heather,1491,37.2718745,-119.2704153,California
37,CA,F,1981,Rebecca,1463,37.2718745,-119.2704153,California
38,CA,F,1981,Amy,1461,37.2718745,-119.2704153,California
39,CA,F,1981,Tiffany,1398,37.2718745,-119.2704153,California
40,CA,F,1981,Laura,1382,37.2718745,-119.2704153,California
41,CA,F,1981,Crystal,1372,37.2718745,-119.2704153,California
42,CA,F,1981,Kimberly,1364,37.2718745,-119.2704153,California
43,CA,F,1981,Erin,1306,37.2718745,-119.2704153,California
44,CA,F,1981,Angela,1298,37.2718745,-119.2704153,California
45,CA,F,1981,Andrea,1273,37.2718745,-119.2704153,California
46,CA,F,1981,Veronica,1248,37.2718745,-119.2704153,California
47,CA,F,1981,Monica,1238,37.2718745,-119.2704153,California
48,CA,F,1981,Danielle,1208,37.2718745,-119.2704153,California
49,CA,F,1982,Jennifer,5812,37.2718745,-119.2704153,California
50,CA,F,1982,Jessica,4250,37.2718745,-119.2704153,California
51,CA,F,1982,Sarah,2791,37.2718745,-119.2704153,California
52,CA,F,1982,Melissa,2734,37.2718745,-119.2704153,California
53,CA,F,1982,Michelle,2464,37.2718745,-119.2704153,California
54,CA,F,1982,Nicole,2406,37.2718745,-119.2704153,California
55,CA,F,1982,Elizabeth,2312,37.2718745,-119.2704153,California
56,CA,F,1982,Amanda,2236,37.2718745,-119.2704153,California
57,CA,F,1982,Christina,2146,37.2718745,-119.2704153,California
58,CA,F,1982,Maria,2094,37.2718745,-119.2704153,California
59,CA,F,1982,Stephanie,1981,37.2718745,-119.2704153,California
60,CA,F,1982,Crystal,1862,37.2718745,-119.2704153,California
61,CA,F,1982,Vanessa,1755,37.2718745,-119.2704153,California
62,CA,F,1982,Amber,1611,37.2718745,-119.2704153,California
63,CA,F,1982,Tiffany,1554,37.2718745,-119.2704153,California
64,CA,F,1982,Heather,1531,37.2718745,-119.2704153,California
65,CA,F,1982,Amy,1413,37.2718745,-119.2704153,California
66,CA,F,1982,Kimberly,1389,37.2718745,-119.2704153,California
67,CA,F,1982,Rebecca,1374,37.2718745,-119.2704153,California
68,CA,F,1982,Lisa,1337,37.2718745,-119.2704153,California
69,CA,F,1982,Laura,1333,37.2718745,-119.2704153,California
70,CA,F,1982,Erin,1304,37.2718745,-119.2704153,California
71,CA,F,1982,Veronica,1282,37.2718745,-119.2704153,California
72,CA,F,1982,Andrea,1242,37.2718745,-119.2704153,California
73,CA,F,1982,Angela,1232,37.2718745,-119.2704153,California
74,CA,F,1982,Monica,1228,37.2718745,-119.2704153,California
75,CA,F,1983,Jennifer,5829,37.2718745,-119.2704153,California
76,CA,F,1983,Jessica,4508,37.2718745,-119.2704153,California
77,CA,F,1983,Nicole,2645,37.2718745,-119.2704153,California
78,CA,F,1983,Melissa,2622,37.2718745,-119.2704153,California
79,CA,F,1983,Sarah,2608,37.2718745,-119.2704153,California
80,CA,F,1983,Elizabeth,2381,37.2718745,-119.2704153,California
81,CA,F,1983,Michelle,2361,37.2718745,-119.2704153,California
82,CA,F,1983,Stephanie,2323,37.2718745,-119.2704153,California
83,CA,F,1983,Christina,2279,37.2718745,-119.2704153,California
84,CA,F,1983,Ashley,2257,37.2718745,-119.2704153,California
85,CA,F,1983,Amanda,2237,37.2718745,-119.2704153,California
86,CA,F,1983,Heather,1994,37.2718745,-119.2704153,California
87,CA,F,1983,Crystal,1890,37.2718745,-119.2704153,California
88,CA,F,1983,Maria,1779,37.2718745,-119.2704153,California
89,CA,F,1983,Vanessa,1541,37.2718745,-119.2704153,California
90,CA,F,1983,Amber,1534,37.2718745,-119.2704153,California
91,CA,F,1983,Kimberly,1465,37.2718745,-119.2704153,California
92,CA,F,1983,Tiffany,1444,37.2718745,-119.2704153,California
93,CA,F,1983,Laura,1346,37.2718745,-119.2704153,California
94,CA,F,1983,Rebecca,1340,37.2718745,-119.2704153,California
95,CA,F,1983,Megan,1338,37.2718745,-119.2704153,California
96,CA,F,1983,Amy,1319,37.2718745,-119.2704153,California
97,CA,F,1983,Danielle,1310,37.2718745,-119.2704153,California
98,CA,F,1983,Rachel,1290,37.2718745,-119.2704153,California
99,CA,F,1983,Erin,1287,37.2718745,-119.2704153,California
100,CA,F,1983,Lisa,1275,37.2718745,-119.2704153,California
101,CA,F,1983,Lauren,1222,37.2718745,-119.2704153,California
102,CA,F,1984,Jennifer,5518,37.2718745,-119.2704153,California
103,CA,F,1984,Jessica,5008,37.2718745,-119.2704153,California
104,CA,F,1984,Ashley,2966,37.2718745,-119.2704153,California
105,CA,F,1984,Nicole,2671,37.2718745,-119.2704153,California
106,CA,F,1984,Melissa,2557,37.2718745,-119.2704153,California
107,CA,F,1984,Sarah,2505,37.2718745,-119.2704153,California
108,CA,F,1984,Stephanie,2459,37.2718745,-119.2704153,California
109,CA,F,1984,Amanda,2294,37.2718745,-119.2704153,California
110,CA,F,1984,Elizabeth,2291,37.2718745,-119.2704153,California
111,CA,F,1984,Michelle,2235,37.2718745,-119.2704153,California
112,CA,F,1984,Christina,2193,37.2718745,-119.2704153,California
113,CA,F,1984,Heather,2015,37.2718745,-119.2704153,California
114,CA,F,1984,Vanessa,1929,37.2718745,-119.2704153,California
115,CA,F,1984,Crystal,1840,37.2718745,-119.2704153,California
116,CA,F,1984,Maria,1636,37.2718745,-119.2704153,California
117,CA,F,1984,Megan,1611,37.2718745,-119.2704153,California
118,CA,F,1984,Danielle,1588,37.2718745,-119.2704153,California
119,CA,F,1984,Amber,1555,37.2718745,-119.2704153,California
120,CA,F,1984,Tiffany,1508,37.2718745,-119.2704153,California
121,CA,F,1984,Laura,1449,37.2718745,-119.2704153,California
122,CA,F,1984,Rachel,1435,37.2718745,-119.2704153,California
123,CA,F,1984,Kimberly,1390,37.2718745,-119.2704153,California
124,CA,F,1984,Lauren,1382,37.2718745,-119.2704153,California
125,CA,F,1984,Amy,1294,37.2718745,-119.2704153,California
126,CA,F,1984,Rebecca,1253,37.2718745,-119.2704153,California
127,CA,F,1984,Andrea,1239,37.2718745,-119.2704153,California
128,CA,F,1985,Jessica,5537,37.2718745,-119.2704153,California
129,CA,F,1985,Jennifer,4965,37.2718745,-119.2704153,California
130,CA,F,1985,Ashley,3928,37.2718745,-119.2704153,California
131,CA,F,1985,Amanda,3167,37.2718745,-119.2704153,California
132,CA,F,1985,Nicole,2889,37.2718745,-119.2704153,California
133,CA,F,1985,Stephanie,2620,37.2718745,-119.2704153,California
134,CA,F,1985,Melissa,2499,37.2718745,-119.2704153,California
135,CA,F,1985,Elizabeth,2497,37.2718745,-119.2704153,California
136,CA,F,1985,Christina,2453,37.2718745,-119.2704153,California
137,CA,F,1985,Sarah,2415,37.2718745,-119.2704153,California
138,CA,F,1985,Michelle,2102,37.2718745,-119.2704153,California
139,CA,F,1985,Vanessa,2096,37.2718745,-119.2704153,California
140,CA,F,1985,Heather,1880,37.2718745,-119.2704153,California
141,CA,F,1985,Megan,1866,37.2718745,-119.2704153,California
142,CA,F,1985,Maria,1696,37.2718745,-119.2704153,California
143,CA,F,1985,Laura,1685,37.2718745,-119.2704153,California
144,CA,F,1985,Crystal,1644,37.2718745,-119.2704153,California
145,CA,F,1985,Amber,1643,37.2718745,-119.2704153,California
146,CA,F,1985,Danielle,1639,37.2718745,-119.2704153,California
147,CA,F,1985,Rachel,1527,37.2718745,-119.2704153,California
148,CA,F,1985,Lauren,1500,37.2718745,-119.2704153,California
149,CA,F,1985,Brittany,1423,37.2718745,-119.2704153,California
150,CA,F,1985,Kimberly,1406,37.2718745,-119.2704153,California
151,CA,F,1985,Tiffany,1327,37.2718745,-119.2704153,California
152,CA,F,1985,Amy,1238,37.2718745,-119.2704153,California
153,CA,F,1985,Rebecca,1229,37.2718745,-119.2704153,California
154,CA,F,1986,Jessica,5964,37.2718745,-119.2704153,California
155,CA,F,1986,Ashley,4413,37.2718745,-119.2704153,California
156,CA,F,1986,Jennifer,4307,37.2718745,-119.2704153,California
157,CA,F,1986,Amanda,3493,37.2718745,-119.2704153,California
158,CA,F,1986,Sarah,3035,37.2718745,-119.2704153,California
159,CA,F,1986,Nicole,2726,37.2718745,-119.2704153,California
160,CA,F,1986,Stephanie,2706,37.2718745,-119.2704153,California
161,CA,F,1986,Melissa,2425,37.2718745,-119.2704153,California
162,CA,F,1986,Elizabeth,2385,37.2718745,-119.2704153,California
163,CA,F,1986,Christina,2278,37.2718745,-119.2704153,California
164,CA,F,1986,Vanessa,2080,37.2718745,-119.2704153,California
165,CA,F,1986,Michelle,1988,37.2718745,-119.2704153,California
166,CA,F,1986,Heather,1782,37.2718745,-119.2704153,California
167,CA,F,1986,Brittany,1767,37.2718745,-119.2704153,California
168,CA,F,1986,Lauren,1721,37.2718745,-119.2704153,California
169,CA,F,1986,Maria,1681,37.2718745,-119.2704153,California
170,CA,F,1986,Megan,1663,37.2718745,-119.2704153,California
171,CA,F,1986,Amber,1659,37.2718745,-119.2704153,California
172,CA,F,1986,Danielle,1634,37.2718745,-119.2704153,California
173,CA,F,1986,Crystal,1603,37.2718745,-119.2704153,California
174,CA,F,1986,Rachel,1538,37.2718745,-119.2704153,California
175,CA,F,1986,Laura,1504,37.2718745,-119.2704153,California
176,CA,F,1986,Kimberly,1470,37.2718745,-119.2704153,California
177,CA,F,1986,Tiffany,1404,37.2718745,-119.2704153,California
178,CA,F,1986,Samantha,1402,37.2718745,-119.2704153,California
179,CA,F,1986,Sara,1270,37.2718745,-119.2704153,California
180,CA,F,1986,Erica,1225,37.2718745,-119.2704153,California
181,CA,F,1986,Amy,1208,37.2718745,-119.2704153,California
182,CA,F,1986,Rebecca,1206,37.2718745,-119.2704153,California
183,CA,F,1987,Jessica,6846,37.2718745,-119.2704153,California
184,CA,F,1987,Ashley,4980,37.2718745,-119.2704153,California
185,CA,F,1987,Jennifer,4284,37.2718745,-119.2704153,California
186,CA,F,1987,Amanda,3875,37.2718745,-119.2704153,California
187,CA,F,1987,Stephanie,3094,37.2718745,-119.2704153,California
188,CA,F,1987,Sarah,2932,37.2718745,-119.2704153,California
189,CA,F,1987,Nicole,2548,37.2718745,-119.2704153,California
190,CA,F,1987,Melissa,2534,37.2718745,-119.2704153,California
191,CA,F,1987,Elizabeth,2401,37.2718745,-119.2704153,California
192,CA,F,1987,Christina,2173,37.2718745,-119.2704153,California
193,CA,F,1987,Michelle,2118,37.2718745,-119.2704153,California
194,CA,F,1987,Vanessa,2046,37.2718745,-119.2704153,California
195,CA,F,1987,Brittany,1944,37.2718745,-119.2704153,California
196,CA,F,1987,Danielle,1902,37.2718745,-119.2704153,California
197,CA,F,1987,Heather,1794,37.2718745,-119.2704153,California
198,CA,F,1987,Samantha,1789,37.2718745,-119.2704153,California
199,CA,F,1987,Lauren,1711,37.2718745,-119.2704153,California
200,CA,F,1987,Megan,1666,37.2718745,-119.2704153,California
201,CA,F,1987,Amber,1547,37.2718745,-119.2704153,California
202,CA,F,1987,Maria,1535,37.2718745,-119.2704153,California
203,CA,F,1987,Laura,1512,37.2718745,-119.2704153,California
204,CA,F,1987,Rachel,1494,37.2718745,-119.2704153,California
205,CA,F,1987,Tiffany,1470,37.2718745,-119.2704153,California
206,CA,F,1987,Crystal,1444,37.2718745,-119.2704153,California
207,CA,F,1987,Kimberly,1440,37.2718745,-119.2704153,California
208,CA,F,1987,Rebecca,1208,37.2718745,-119.2704153,California
209,CA,F,1988,Jessica,6492,37.2718745,-119.2704153,California
210,CA,F,1988,Ashley,4760,37.2718745,-119.2704153,California
211,CA,F,1988,Jennifer,3874,37.2718745,-119.2704153,California
212,CA,F,1988,Amanda,3796,37.2718745,-119.2704153,California
213,CA,F,1988,Stephanie,3255,37.2718745,-119.2704153,California
214,CA,F,1988,Sarah,3011,37.2718745,-119.2704153,California
215,CA,F,1988,Elizabeth,2714,37.2718745,-119.2704153,California
216,CA,F,1988,Nicole,2603,37.2718745,-119.2704153,California
217,CA,F,1988,Melissa,2535,37.2718745,-119.2704153,California
218,CA,F,1988,Brittany,2422,37.2718745,-119.2704153,California
219,CA,F,1988,Vanessa,2312,37.2718745,-119.2704153,California
220,CA,F,1988,Michelle,2287,37.2718745,-119.2704153,California
221,CA,F,1988,Samantha,2209,37.2718745,-119.2704153,California
222,CA,F,1988,Christina,2207,37.2718745,-119.2704153,California
223,CA,F,1988,Lauren,2054,37.2718745,-119.2704153,California
224,CA,F,1988,Danielle,1837,37.2718745,-119.2704153,California
225,CA,F,1988,Tiffany,1753,37.2718745,-119.2704153,California
226,CA,F,1988,Megan,1700,37.2718745,-119.2704153,California
227,CA,F,1988,Heather,1695,37.2718745,-119.2704153,California
228,CA,F,1988,Amber,1605,37.2718745,-119.2704153,California
229,CA,F,1988,Maria,1603,37.2718745,-119.2704153,California
230,CA,F,1988,Crystal,1538,37.2718745,-119.2704153,California
231,CA,F,1988,Rachel,1492,37.2718745,-119.2704153,California
232,CA,F,1988,Laura,1373,37.2718745,-119.2704153,California
233,CA,F,1988,Emily,1359,37.2718745,-119.2704153,California
234,CA,F,1988,Rebecca,1345,37.2718745,-119.2704153,California
235,CA,F,1988,Kimberly,1312,37.2718745,-119.2704153,California
236,CA,F,1988,Katherine,1269,37.2718745,-119.2704153,California
237,CA,F,1988,Andrea,1257,37.2718745,-119.2704153,California
238,CA,F,1988,Erica,1256,37.2718745,-119.2704153,California
239,CA,F,1989,Jessica,6535,37.2718745,-119.2704153,California
240,CA,F,1989,Ashley,4509,37.2718745,-119.2704153,California
241,CA,F,1989,Amanda,3853,37.2718745,-119.2704153,California
242,CA,F,1989,Jennifer,3527,37.2718745,-119.2704153,California
243,CA,F,1989,Stephanie,3430,37.2718745,-119.2704153,California
244,CA,F,1989,Elizabeth,3066,37.2718745,-119.2704153,California
245,CA,F,1989,Brittany,3017,37.2718745,-119.2704153,California
246,CA,F,1989,Sarah,2996,37.2718745,-119.2704153,California
247,CA,F,1989,Samantha,2600,37.2718745,-119.2704153,California
248,CA,F,1989,Nicole,2498,37.2718745,-119.2704153,California
249,CA,F,1989,Melissa,2463,37.2718745,-119.2704153,California
250,CA,F,1989,Michelle,2352,37.2718745,-119.2704153,California
251,CA,F,1989,Vanessa,2326,37.2718745,-119.2704153,California
252,CA,F,1989,Lauren,2234,37.2718745,-119.2704153,California
253,CA,F,1989,Christina,2108,37.2718745,-119.2704153,California
254,CA,F,1989,Maria,1903,37.2718745,-119.2704153,California
255,CA,F,1989,Megan,1819,37.2718745,-119.2704153,California
256,CA,F,1989,Danielle,1743,37.2718745,-119.2704153,California
257,CA,F,1989,Rachel,1556,37.2718745,-119.2704153,California
258,CA,F,1989,Emily,1531,37.2718745,-119.2704153,California
259,CA,F,1989,Amber,1490,37.2718745,-119.2704153,California
260,CA,F,1989,Laura,1474,37.2718745,-119.2704153,California
261,CA,F,1989,Tiffany,1470,37.2718745,-119.2704153,California
262,CA,F,1989,Rebecca,1449,37.2718745,-119.2704153,California
263,CA,F,1989,Heather,1420,37.2718745,-119.2704153,California
264,CA,F,1989,Crystal,1390,37.2718745,-119.2704153,California
265,CA,F,1989,Kimberly,1382,37.2718745,-119.2704153,California
266,CA,F,1989,Alyssa,1377,37.2718745,-119.2704153,California
267,CA,F,1989,Katherine,1323,37.2718745,-119.2704153,California
268,CA,F,1989,Andrea,1299,37.2718745,-119.2704153,California
269,CA,F,1989,Alexandra,1243,37.2718745,-119.2704153,California
270,CA,F,1989,Diana,1212,37.2718745,-119.2704153,California
271,CA,F,1989,Natalie,1205,37.2718745,-119.2704153,California
272,CA,F,1990,Jessica,6635,37.2718745,-119.2704153,California
273,CA,F,1990,Ashley,4537,37.2718745,-119.2704153,California
274,CA,F,1990,Stephanie,4001,37.2718745,-119.2704153,California
275,CA,F,1990,Amanda,3856,37.2718745,-119.2704153,California
276,CA,F,1990,Jennifer,3611,37.2718745,-119.2704153,California
277,CA,F,1990,Elizabeth,3170,37.2718745,-119.2704153,California
278,CA,F,1990,Sarah,2843,37.2718745,-119.2704153,California
279,CA,F,1990,Brittany,2737,37.2718745,-119.2704153,California
280,CA,F,1990,Samantha,2720,37.2718745,-119.2704153,California
281,CA,F,1990,Michelle,2453,37.2718745,-119.2704153,California
282,CA,F,1990,Melissa,2442,37.2718745,-119.2704153,California
283,CA,F,1990,Nicole,2349,37.2718745,-119.2704153,California
284,CA,F,1990,Maria,2317,37.2718745,-119.2704153,California
285,CA,F,1990,Vanessa,2226,37.2718745,-119.2704153,California
286,CA,F,1990,Lauren,2183,37.2718745,-119.2704153,California
287,CA,F,1990,Megan,2008,37.2718745,-119.2704153,California
288,CA,F,1990,Christina,1952,37.2718745,-119.2704153,California
289,CA,F,1990,Emily,1733,37.2718745,-119.2704153,California
290,CA,F,1990,Danielle,1696,37.2718745,-119.2704153,California
291,CA,F,1990,Alyssa,1665,37.2718745,-119.2704153,California
292,CA,F,1990,Rebecca,1581,37.2718745,-119.2704153,California
293,CA,F,1990,Rachel,1570,37.2718745,-119.2704153,California
294,CA,F,1990,Laura,1553,37.2718745,-119.2704153,California
295,CA,F,1990,Amber,1450,37.2718745,-119.2704153,California
296,CA,F,1990,Andrea,1450,37.2718745,-119.2704153,California
297,CA,F,1990,Kayla,1422,37.2718745,-119.2704153,California
298,CA,F,1990,Kimberly,1419,37.2718745,-119.2704153,California
299,CA,F,1990,Crystal,1370,37.2718745,-119.2704153,California
300,CA,F,1990,Katherine,1353,37.2718745,-119.2704153,California
301,CA,F,1990,Jasmine,1349,37.2718745,-119.2704153,California
302,CA,F,1990,Tiffany,1332,37.2718745,-119.2704153,California
303,CA,F,1990,Alexandra,1326,37.2718745,-119.2704153,California
304,CA,F,1990,Heather,1290,37.2718745,-119.2704153,California
305,CA,F,1990,Diana,1284,37.2718745,-119.2704153,California
306,CA,F,1990,Chelsea,1255,37.2718745,-119.2704153,California
307,CA,F,1990,Cynthia,1241,37.2718745,-119.2704153,California
308,CA,F,1990,Natalie,1236,37.2718745,-119.2704153,California
309,CA,F,1990,Jacqueline,1221,37.2718745,-119.2704153,California
310,CA,F,1990,Victoria,1213,37.2718745,-119.2704153,California
311,CA,F,1991,Jessica,6951,37.2718745,-119.2704153,California
312,CA,F,1991,Ashley,4233,37.2718745,-119.2704153,California
313,CA,F,1991,Stephanie,4007,37.2718745,-119.2704153,California
314,CA,F,1991,Jennifer,3578,37.2718745,-119.2704153,California
315,CA,F,1991,Amanda,3230,37.2718745,-119.2704153,California
316,CA,F,1991,Elizabeth,3124,37.2718745,-119.2704153,California
317,CA,F,1991,Samantha,2756,37.2718745,-119.2704153,California
318,CA,F,1991,Sarah,2747,37.2718745,-119.2704153,California
319,CA,F,1991,Melissa,2578,37.2718745,-119.2704153,California
320,CA,F,1991,Maria,2380,37.2718745,-119.2704153,California
321,CA,F,1991,Michelle,2312,37.2718745,-119.2704153,California
322,CA,F,1991,Brittany,2304,37.2718745,-119.2704153,California
323,CA,F,1991,Nicole,2236,37.2718745,-119.2704153,California
324,CA,F,1991,Vanessa,2185,37.2718745,-119.2704153,California
325,CA,F,1991,Lauren,1943,37.2718745,-119.2704153,California
326,CA,F,1991,Megan,1886,37.2718745,-119.2704153,California
327,CA,F,1991,Christina,1879,37.2718745,-119.2704153,California
328,CA,F,1991,Emily,1763,37.2718745,-119.2704153,California
329,CA,F,1991,Rachel,1665,37.2718745,-119.2704153,California
330,CA,F,1991,Danielle,1611,37.2718745,-119.2704153,California
331,CA,F,1991,Jasmine,1507,37.2718745,-119.2704153,California
332,CA,F,1991,Rebecca,1498,37.2718745,-119.2704153,California
333,CA,F,1991,Laura,1496,37.2718745,-119.2704153,California
334,CA,F,1991,Andrea,1487,37.2718745,-119.2704153,California
335,CA,F,1991,Alyssa,1455,37.2718745,-119.2704153,California
336,CA,F,1991,Kimberly,1445,37.2718745,-119.2704153,California
337,CA,F,1991,Kayla,1440,37.2718745,-119.2704153,California
338,CA,F,1991,Alexandra,1427,37.2718745,-119.2704153,California
339,CA,F,1991,Katherine,1404,37.2718745,-119.2704153,California
340,CA,F,1991,Chelsea,1346,37.2718745,-119.2704153,California
341,CA,F,1991,Crystal,1345,37.2718745,-119.2704153,California
342,CA,F,1991,Victoria,1344,37.2718745,-119.2704153,California
343,CA,F,1991,Amber,1291,37.2718745,-119.2704153,California
344,CA,F,1991,Jacqueline,1254,37.2718745,-119.2704153,California
345,CA,F,1991,Cynthia,1245,37.2718745,-119.2704153,California
346,CA,F,1991,Natalie,1226,37.2718745,-119.2704153,California
347,CA,F,1991,Diana,1221,37.2718745,-119.2704153,California
348,CA,F,1992,Jessica,6341,37.2718745,-119.2704153,California
349,CA,F,1992,Ashley,3966,37.2718745,-119.2704153,California
350,CA,F,1992,Stephanie,3777,37.2718745,-119.2704153,California
351,CA,F,1992,Jennifer,3382,37.2718745,-119.2704153,California
352,CA,F,1992,Elizabeth,2893,37.2718745,-119.2704153,California
353,CA,F,1992,Amanda,2796,37.2718745,-119.2704153,California
354,CA,F,1992,Sarah,2712,37.2718745,-119.2704153,California
355,CA,F,1992,Samantha,2528,37.2718745,-119.2704153,California
356,CA,F,1992,Michelle,2373,37.2718745,-119.2704153,California
357,CA,F,1992,Nicole,2359,37.2718745,-119.2704153,California
358,CA,F,1992,Maria,2348,37.2718745,-119.2704153,California
359,CA,F,1992,Melissa,2298,37.2718745,-119.2704153,California
360,CA,F,1992,Vanessa,2181,37.2718745,-119.2704153,California
361,CA,F,1992,Emily,1869,37.2718745,-119.2704153,California
362,CA,F,1992,Lauren,1826,37.2718745,-119.2704153,California
363,CA,F,1992,Brittany,1825,37.2718745,-119.2704153,California
364,CA,F,1992,Megan,1641,37.2718745,-119.2704153,California
365,CA,F,1992,Danielle,1638,37.2718745,-119.2704153,California
366,CA,F,1992,Andrea,1584,37.2718745,-119.2704153,California
367,CA,F,1992,Chelsea,1562,37.2718745,-119.2704153,California
368,CA,F,1992,Christina,1535,37.2718745,-119.2704153,California
369,CA,F,1992,Rachel,1526,37.2718745,-119.2704153,California
370,CA,F,1992,Alexandra,1464,37.2718745,-119.2704153,California
371,CA,F,1992,Rebecca,1437,37.2718745,-119.2704153,California
372,CA,F,1992,Katherine,1429,37.2718745,-119.2704153,California
373,CA,F,1992,Jasmine,1422,37.2718745,-119.2704153,California
374,CA,F,1992,Kimberly,1402,37.2718745,-119.2704153,California
375,CA,F,1992,Victoria,1397,37.2718745,-119.2704153,California
376,CA,F,1992,Taylor,1377,37.2718745,-119.2704153,California
377,CA,F,1992,Alyssa,1358,37.2718745,-119.2704153,California
378,CA,F,1992,Monica,1351,37.2718745,-119.2704153,California
379,CA,F,1992,Kayla,1301,37.2718745,-119.2704153,California
380,CA,F,1992,Laura,1280,37.2718745,-119.2704153,California
381,CA,F,1992,Brenda,1278,37.2718745,-119.2704153,California
382,CA,F,1992,Jacqueline,1274,37.2718745,-119.2704153,California
383,CA,F,1992,Natalie,1258,37.2718745,-119.2704153,California
384,CA,F,1992,Crystal,1245,37.2718745,-119.2704153,California
385,CA,F,1992,Diana,1233,37.2718745,-119.2704153,California
386,CA,F,1992,Cynthia,1227,37.2718745,-119.2704153,California
387,CA,F,1993,Jessica,5551,37.2718745,-119.2704153,California
388,CA,F,1993,Ashley,3591,37.2718745,-119.2704153,California
389,CA,F,1993,Stephanie,3399,37.2718745,-119.2704153,California
390,CA,F,1993,Jennifer,3003,37.2718745,-119.2704153,California
391,CA,F,1993,Elizabeth,2626,37.2718745,-119.2704153,California
392,CA,F,1993,Sarah,2550,37.2718745,-119.2704153,California
393,CA,F,1993,Samantha,2545,37.2718745,-119.2704153,California
394,CA,F,1993,Amanda,2400,37.2718745,-119.2704153,California
395,CA,F,1993,Maria,2225,37.2718745,-119.2704153,California
396,CA,F,1993,Vanessa,2212,37.2718745,-119.2704153,California
397,CA,F,1993,Nicole,2202,37.2718745,-119.2704153,California
398,CA,F,1993,Michelle,2167,37.2718745,-119.2704153,California
399,CA,F,1993,Melissa,2135,37.2718745,-119.2704153,California
400,CA,F,1993,Emily,2097,37.2718745,-119.2704153,California
401,CA,F,1993,Jasmine,1895,37.2718745,-119.2704153,California
402,CA,F,1993,Taylor,1877,37.2718745,-119.2704153,California
403,CA,F,1993,Lauren,1742,37.2718745,-119.2704153,California
404,CA,F,1993,Brittany,1595,37.2718745,-119.2704153,California
405,CA,F,1993,Rachel,1572,37.2718745,-119.2704153,California
406,CA,F,1993,Victoria,1552,37.2718745,-119.2704153,California
407,CA,F,1993,Danielle,1545,37.2718745,-119.2704153,California
408,CA,F,1993,Alexandra,1525,37.2718745,-119.2704153,California
409,CA,F,1993,Alyssa,1481,37.2718745,-119.2704153,California
410,CA,F,1993,Andrea,1474,37.2718745,-119.2704153,California
411,CA,F,1993,Kimberly,1450,37.2718745,-119.2704153,California
412,CA,F,1993,Megan,1447,37.2718745,-119.2704153,California
413,CA,F,1993,Alexis,1419,37.2718745,-119.2704153,California
414,CA,F,1993,Rebecca,1360,37.2718745,-119.2704153,California
415,CA,F,1993,Diana,1300,37.2718745,-119.2704153,California
416,CA,F,1993,Katherine,1299,37.2718745,-119.2704153,California
417,CA,F,1993,Brenda,1284,37.2718745,-119.2704153,California
418,CA,F,1993,Christina,1283,37.2718745,-119.2704153,California
419,CA,F,1993,Cynthia,1235,37.2718745,-119.2704153,California
420,CA,F,1993,Jacqueline,1212,37.2718745,-119.2704153,California
421,CA,F,1994,Jessica,5306,37.2718745,-119.2704153,California
